C:\Users\aditya\Documents\carData\IMG\center_2019_01_27_18_45_23_848.jpg, C:\Users\aditya\Documents\carData\IMG\left_2019_01_27_18_45_23_848.jpg, C:\Users\aditya\Documents\carData\IMG\right_2019_01_27_18_45_23_848.jpg, 0, 0, 0, 7.761561E-05
C:\Users\aditya\Documents\carData\IMG\center_2019_01_27_18_45_23_952.jpg, C:\Users\aditya\Documents\carData\IMG\left_2019_01_27_18_45_23_952.jpg, C:\Users\aditya\Documents\carData\IMG\right_2019_01_27_18_45_23_952.jpg, 0, 0, 0, 8.395427E-05
C:\Users\aditya\Documents\carData\IMG\center_2019_01_27_18_45_24_057.jpg, C:\Users\aditya\Documents\carData\IMG\left_2019_01_27_18_45_24_057.jpg, C:\Users\aditya\Documents\carData\IMG\right_2019_01_27_18_45_24_057.jpg, 0, 0, 0, 8.191536E-05
C:\Users\aditya\Documents\carData\IMG\center_2019_01_27_18_45_24_161.jpg, C:\Users\aditya\Documents\carData\IMG\left_2019_01_27_18_45_24_161.jpg, C:\Users\aditya\Documents\carData\IMG\right_2019_01_27_18_45_24_161.jpg, 0, 0, 0, 7.783413E-05
C:\Users\aditya\Documents\carData\IMG\center_2019_01_27_18_45_24_265.jpg, C:\Users\aditya\Documents\carData\IMG\left_2019_01_27_18_45_24_265.jpg, C:\Users\aditya\Documents\carData\IMG\right_2019_01_27_18_45_24_265.jpg, 0, 0, 0, 7.869481E-05
C:\Users\aditya\Documents\carData\IMG\center_2019_01_27_18_45_24_368.jpg, C:\Users\aditya\Documents\carData\IMG\left_2019_01_27_18_45_24_368.jpg, C:\Users\aditya\Documents\carData\IMG\right_2019_01_27_18_45_24_368.jpg, 0, 0, 0, 7.797289E-05
C:\Users\aditya\Documents\carData\IMG\center_2019_01_27_18_45_24_472.jpg, C:\Users\aditya\Documents\carData\IMG\left_2019_01_27_18_45_24_472.jpg, C:\Users\aditya\Documents\carData\IMG\right_2019_01_27_18_45_24_472.jpg, 0, 0, 0, 7.879836E-05
C:\Users\aditya\Documents\carData\IMG\center_2019_01_27_18_45_24_577.jpg, C:\Users\aditya\Documents\carData\IMG\left_2019_01_27_18_45_24_577.jpg, C:\Users\aditya\Documents\carData\IMG\right_2019_01_27_18_45_24_577.jpg, 0, 0, 0, 7.814111E-05
C:\Users\aditya\Documents\carData\IMG\center_2019_01_27_18_45_24_680.jpg, C:\Users\aditya\Documents\carData\IMG\left_2019_01_27_18_45_24_680.jpg, C:\Users\aditya\Documents\carData\IMG\right_2019_01_27_18_45_24_680.jpg, 0, 0, 0, 8.108023E-05
C:\Users\aditya\Documents\carData\IMG\center_2019_01_27_18_45_24_783.jpg, C:\Users\aditya\Documents\carData\IMG\left_2019_01_27_18_45_24_783.jpg, C:\Users\aditya\Documents\carData\IMG\right_2019_01_27_18_45_24_783.jpg, 0, 0, 0, 7.881477E-05
